index,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
785,24382,Female,Loyal Customer,55,Business travel,Business,3275,0,0,2,1,3,1,3,3,4,2,2,2,2,4,2,2,neutral or dissatisfied
786,30503,Male,Loyal Customer,66,Personal Travel,Eco,484,2,0,3,2,4,4,2,4,2,2,3,3,2,2,3,2,neutral or dissatisfied
787,125286,Male,disloyal Customer,26,Business travel,Business,678,0,0,1,1,1,1,4,1,4,4,5,5,5,4,4,4,neutral or dissatisfied
788,40195,Female,disloyal Customer,43,Business travel,Eco,358,0,45,2,5,1,1,5,1,5,5,1,4,2,4,5,5,neutral or dissatisfied
789,29132,Female,Loyal Customer,24,Personal Travel,Eco,605,0,0,2,4,2,4,2,2,5,2,5,4,5,3,5,2,neutral or dissatisfied
790,73526,Male,Loyal Customer,60,Business travel,Business,594,7,27,4,4,4,4,3,4,4,5,5,5,5,3,5,4,satisfied
791,27085,Female,disloyal Customer,17,Business travel,Eco,876,2,0,2,2,2,4,2,2,2,2,3,1,3,4,4,2,neutral or dissatisfied
792,38072,Female,disloyal Customer,22,Business travel,Eco,1249,144,142,2,2,2,4,2,2,2,4,1,1,3,2,3,2,neutral or dissatisfied
793,125941,Female,Loyal Customer,27,Personal Travel,Eco,992,0,0,3,4,3,4,4,3,4,4,4,5,4,3,4,4,neutral or dissatisfied
794,6274,Female,Loyal Customer,43,Business travel,Business,3967,0,2,3,4,4,4,1,4,3,3,3,3,3,4,3,4,neutral or dissatisfied
795,15661,Male,Loyal Customer,46,Business travel,Eco,764,39,58,5,4,4,4,5,5,5,5,4,1,4,4,2,5,satisfied
796,47330,Male,Loyal Customer,40,Business travel,Eco,588,0,0,5,1,1,1,5,5,5,5,1,4,3,3,5,5,satisfied
797,76908,Male,Loyal Customer,68,Personal Travel,Eco,630,4,1,2,4,2,2,1,2,1,1,3,1,1,1,1,1,neutral or dissatisfied
798,20699,Female,Loyal Customer,42,Business travel,Eco,510,112,100,2,1,1,1,1,3,4,2,2,2,2,4,2,4,neutral or dissatisfied
799,105516,Female,Loyal Customer,44,Business travel,Business,3954,0,0,1,1,1,1,4,5,5,5,5,5,5,5,5,5,satisfied
800,15954,Male,Loyal Customer,44,Personal Travel,Eco,528,20,8,1,3,1,5,1,1,1,1,2,1,5,5,3,1,neutral or dissatisfied
801,90062,Male,Loyal Customer,29,Business travel,Business,1963,0,0,5,5,5,5,4,4,4,4,4,3,5,3,4,4,satisfied
802,75964,Male,Loyal Customer,50,Business travel,Business,3548,0,0,2,2,2,2,5,4,4,5,5,5,5,4,5,3,satisfied
803,49278,Female,disloyal Customer,37,Business travel,Eco,308,0,3,2,0,2,1,5,2,5,5,2,2,3,1,5,5,neutral or dissatisfied
804,77611,Male,disloyal Customer,33,Business travel,Business,731,0,0,2,1,1,4,3,1,2,3,4,4,4,5,4,3,neutral or dissatisfied
805,15635,Female,Loyal Customer,58,Business travel,Eco Plus,229,63,75,4,5,5,5,4,4,1,4,4,4,4,1,4,4,satisfied
806,39624,Female,Loyal Customer,26,Personal Travel,Eco,908,0,0,3,4,3,4,2,3,2,2,2,3,5,1,1,2,neutral or dissatisfied
807,88385,Male,Loyal Customer,49,Business travel,Business,2537,0,0,3,3,3,3,2,5,5,4,4,4,4,3,4,3,satisfied
808,23805,Female,Loyal Customer,22,Business travel,Eco,304,0,0,5,1,1,1,5,5,5,5,5,5,4,2,1,5,satisfied
809,94249,Male,Loyal Customer,50,Business travel,Business,189,56,61,0,5,0,1,5,5,4,3,3,3,3,4,3,5,satisfied
810,129860,Male,disloyal Customer,22,Business travel,Business,447,0,0,0,1,0,2,2,0,2,2,3,2,4,3,4,2,satisfied
811,49027,Female,Loyal Customer,41,Business travel,Eco,373,0,0,5,2,2,2,5,5,5,5,2,5,4,3,2,5,satisfied
812,117434,Female,Loyal Customer,11,Personal Travel,Business,1020,2,0,2,2,2,3,2,2,1,2,1,1,4,3,4,2,neutral or dissatisfied
813,36119,Female,Loyal Customer,59,Business travel,Eco,1562,35,27,5,1,1,1,1,4,1,5,5,5,5,1,5,4,satisfied
814,108847,Female,Loyal Customer,41,Business travel,Business,2139,19,23,3,3,3,3,2,5,5,4,4,5,4,5,4,4,satisfied
815,6188,Female,Loyal Customer,56,Personal Travel,Eco,409,36,38,3,5,5,5,4,5,4,4,4,5,4,5,4,5,neutral or dissatisfied
816,112196,Female,Loyal Customer,31,Business travel,Business,2918,12,6,4,4,4,4,5,4,5,5,5,2,5,3,5,5,satisfied
817,128755,Male,Loyal Customer,27,Business travel,Business,3657,31,33,3,3,4,3,5,5,5,5,4,3,4,4,5,5,satisfied
818,20202,Female,disloyal Customer,56,Business travel,Business,179,0,0,4,4,4,4,4,4,4,4,3,4,4,3,5,4,neutral or dissatisfied
819,94882,Female,Loyal Customer,38,Business travel,Business,2318,0,0,1,0,0,3,5,3,3,2,2,0,1,4,2,3,neutral or dissatisfied
820,105189,Male,Loyal Customer,56,Personal Travel,Eco,220,29,22,3,3,3,1,2,3,2,2,1,3,5,3,3,2,neutral or dissatisfied
821,3683,Female,Loyal Customer,56,Business travel,Business,431,0,5,3,4,4,4,4,2,3,3,3,3,3,4,3,2,neutral or dissatisfied
822,59771,Male,disloyal Customer,25,Business travel,Eco,495,0,0,4,5,4,4,3,4,3,3,3,3,3,4,3,3,neutral or dissatisfied
823,94669,Female,Loyal Customer,47,Business travel,Business,528,0,0,2,2,2,2,5,5,4,4,4,4,4,4,4,4,satisfied
824,110029,Male,Loyal Customer,72,Business travel,Eco Plus,1204,55,34,2,4,4,4,2,2,2,2,2,1,3,1,3,2,neutral or dissatisfied
825,101614,Male,Loyal Customer,43,Business travel,Business,1371,4,3,4,4,4,4,3,4,4,3,3,4,3,5,3,5,satisfied
826,91499,Male,Loyal Customer,27,Personal Travel,Eco,391,1,0,2,5,2,5,1,2,1,1,3,4,5,4,5,1,neutral or dissatisfied
827,49265,Male,Loyal Customer,39,Business travel,Business,1724,0,0,0,3,0,1,1,2,3,4,4,4,4,3,4,4,satisfied
828,26940,Female,Loyal Customer,11,Personal Travel,Eco,2378,0,0,2,4,2,1,3,2,3,3,4,2,4,5,1,3,neutral or dissatisfied
829,70422,Male,disloyal Customer,21,Business travel,Eco,187,71,66,3,4,3,4,4,3,4,4,3,4,5,5,4,4,neutral or dissatisfied
830,53072,Male,Loyal Customer,43,Business travel,Eco Plus,1190,118,100,5,1,1,1,5,5,5,5,5,2,3,4,3,5,satisfied
831,24772,Female,Loyal Customer,47,Business travel,Business,3391,0,14,1,1,1,1,4,4,4,5,5,5,5,2,5,1,satisfied
832,69268,Male,Loyal Customer,40,Personal Travel,Eco,733,0,0,1,2,1,3,3,1,3,3,4,5,3,4,2,3,neutral or dissatisfied
833,45409,Female,Loyal Customer,52,Business travel,Business,458,3,12,3,3,3,3,4,2,3,4,4,4,4,4,4,1,satisfied
834,106509,Male,disloyal Customer,38,Business travel,Business,271,0,0,1,1,1,3,5,1,5,5,4,4,3,3,4,5,neutral or dissatisfied
835,86905,Male,Loyal Customer,66,Business travel,Business,2243,0,0,0,0,0,4,2,5,5,4,4,4,4,3,4,4,satisfied
836,126448,Female,Loyal Customer,44,Business travel,Business,1788,0,0,3,3,3,3,3,3,4,5,5,5,5,5,5,5,satisfied
837,11604,Female,Loyal Customer,42,Personal Travel,Eco,468,0,0,2,4,2,1,1,2,5,1,1,2,1,2,1,3,neutral or dissatisfied
838,76118,Male,disloyal Customer,39,Business travel,Business,689,1,0,1,1,1,3,3,1,3,3,3,5,4,3,5,3,neutral or dissatisfied
839,126508,Female,Loyal Customer,55,Business travel,Business,1849,0,0,3,3,3,3,5,4,5,3,3,3,3,4,3,5,satisfied
840,97029,Female,Loyal Customer,8,Personal Travel,Eco Plus,794,11,7,2,4,2,4,5,2,5,5,4,2,4,4,5,5,neutral or dissatisfied
841,48727,Female,Loyal Customer,50,Business travel,Business,3455,0,0,0,5,0,4,2,5,5,4,4,4,4,3,4,3,satisfied
842,60235,Female,Loyal Customer,58,Business travel,Business,1958,13,18,1,1,1,1,2,1,1,5,5,5,5,4,5,5,satisfied
843,4278,Female,Loyal Customer,41,Business travel,Business,502,0,0,4,4,4,4,4,5,5,5,5,5,5,5,5,5,satisfied
844,129841,Female,Loyal Customer,18,Personal Travel,Eco,447,0,0,2,3,2,3,3,2,3,3,4,5,3,1,3,3,neutral or dissatisfied
845,33126,Male,Loyal Customer,30,Personal Travel,Eco,163,0,2,3,5,3,5,5,3,5,5,2,1,2,5,2,5,neutral or dissatisfied
846,51916,Female,Loyal Customer,19,Personal Travel,Eco,601,46,39,2,4,2,2,1,2,1,1,3,2,4,3,4,1,neutral or dissatisfied
847,6667,Male,disloyal Customer,25,Business travel,Business,403,20,1,2,5,2,5,4,2,4,4,3,2,4,5,5,4,neutral or dissatisfied
848,123198,Male,Loyal Customer,58,Personal Travel,Eco,631,0,0,3,1,2,2,1,2,1,1,1,1,3,4,2,1,neutral or dissatisfied
849,63650,Male,Loyal Customer,23,Business travel,Business,1448,0,0,1,1,1,1,3,4,3,3,3,2,5,4,5,3,satisfied
850,7757,Female,Loyal Customer,49,Personal Travel,Eco,1013,31,22,3,3,3,3,5,2,2,4,4,3,4,3,4,4,neutral or dissatisfied
851,91112,Female,Loyal Customer,18,Personal Travel,Eco,581,56,56,3,5,3,3,2,3,2,2,5,3,4,3,5,2,neutral or dissatisfied
852,17321,Female,Loyal Customer,26,Personal Travel,Eco,403,53,36,3,4,2,3,2,2,2,2,3,5,4,5,5,2,neutral or dissatisfied
853,48958,Female,Loyal Customer,50,Business travel,Eco,421,27,20,4,4,4,4,2,3,4,4,4,4,4,4,4,1,satisfied
854,98244,Female,Loyal Customer,32,Business travel,Business,3066,0,0,4,4,4,4,5,5,5,5,5,4,5,3,4,5,satisfied
855,42260,Female,Loyal Customer,70,Business travel,Eco,315,0,0,5,5,5,5,1,5,4,5,5,5,5,4,5,5,satisfied
856,15496,Male,Loyal Customer,14,Personal Travel,Eco,377,0,0,3,5,3,2,1,3,1,1,4,5,4,5,4,1,neutral or dissatisfied
857,43188,Male,Loyal Customer,56,Business travel,Business,1886,0,0,1,1,1,1,4,5,4,5,5,5,5,4,5,5,satisfied
858,78190,Female,Loyal Customer,70,Business travel,Business,1810,0,12,3,5,5,5,5,4,3,5,5,4,3,4,5,3,neutral or dissatisfied
859,18621,Male,Loyal Customer,22,Personal Travel,Eco,253,113,103,3,5,0,2,2,0,2,2,5,3,5,4,2,2,neutral or dissatisfied
860,38896,Female,Loyal Customer,37,Business travel,Eco,320,0,0,5,5,5,5,5,5,5,5,1,2,4,1,3,5,satisfied
861,45223,Female,Loyal Customer,24,Business travel,Business,1013,25,13,3,3,3,3,3,3,3,3,1,1,2,2,2,3,satisfied
862,36798,Female,Loyal Customer,33,Personal Travel,Eco,2602,1,13,1,4,1,4,1,3,3,4,4,5,4,3,5,3,neutral or dissatisfied
863,78687,Female,Loyal Customer,37,Personal Travel,Eco,761,2,0,2,5,2,3,3,2,4,3,4,5,4,4,5,3,neutral or dissatisfied
864,110051,Male,Loyal Customer,70,Personal Travel,Eco,2173,30,55,1,5,1,3,4,1,4,4,4,5,4,5,4,4,neutral or dissatisfied
865,25848,Male,disloyal Customer,36,Business travel,Eco,292,5,1,1,0,1,4,1,1,1,1,1,5,4,1,3,1,neutral or dissatisfied
866,53234,Male,Loyal Customer,32,Personal Travel,Eco,612,67,93,1,5,1,4,4,1,4,4,5,2,5,2,4,4,neutral or dissatisfied
867,73548,Female,Loyal Customer,8,Personal Travel,Eco,594,37,46,3,1,4,2,3,4,4,3,3,1,3,4,3,3,neutral or dissatisfied
868,73085,Male,Loyal Customer,26,Business travel,Eco,1085,94,86,4,5,2,5,4,3,3,4,3,5,4,1,3,4,neutral or dissatisfied
869,68153,Female,Loyal Customer,51,Business travel,Business,3993,8,0,1,1,1,1,4,5,4,4,4,4,4,3,4,4,satisfied
870,120499,Male,Loyal Customer,47,Business travel,Eco Plus,449,0,0,1,1,1,1,1,1,1,1,1,2,3,4,3,1,neutral or dissatisfied
871,86286,Female,Loyal Customer,36,Personal Travel,Eco,226,0,0,2,5,2,4,2,2,2,2,3,3,4,4,4,2,neutral or dissatisfied
872,92452,Male,Loyal Customer,25,Business travel,Business,1947,0,0,3,4,5,5,3,2,3,3,3,3,4,4,4,3,neutral or dissatisfied
873,80419,Male,Loyal Customer,51,Business travel,Business,2248,1,8,1,1,1,1,3,4,5,5,5,5,5,5,5,5,satisfied
874,56744,Female,Loyal Customer,49,Personal Travel,Eco,1023,0,0,1,4,1,4,1,2,2,2,2,1,2,3,2,3,neutral or dissatisfied
875,58845,Male,Loyal Customer,44,Business travel,Business,783,3,4,1,1,1,1,5,5,5,2,2,2,2,5,2,3,satisfied
876,35204,Male,Loyal Customer,31,Business travel,Business,1076,13,44,5,5,5,5,4,4,4,4,2,2,5,5,4,4,satisfied
877,67010,Male,Loyal Customer,27,Business travel,Business,3534,0,0,5,5,5,5,4,4,4,4,4,4,5,5,5,4,satisfied
878,106606,Female,disloyal Customer,27,Business travel,Eco,589,0,0,2,0,2,2,3,2,3,3,4,2,2,3,5,3,neutral or dissatisfied
879,117009,Male,Loyal Customer,52,Business travel,Business,3885,0,0,2,2,2,2,2,5,5,5,5,5,5,5,5,4,satisfied
880,10659,Male,Loyal Customer,55,Business travel,Eco,667,25,27,1,1,1,1,1,1,1,1,4,1,3,4,3,1,neutral or dissatisfied
881,9724,Female,Loyal Customer,64,Personal Travel,Eco,277,8,1,2,2,2,2,5,3,3,1,1,2,1,3,1,1,neutral or dissatisfied
882,65056,Female,Loyal Customer,8,Personal Travel,Eco,354,0,0,3,2,3,4,3,3,3,3,2,4,4,1,3,3,neutral or dissatisfied
883,22381,Female,Loyal Customer,37,Business travel,Business,145,0,0,3,5,5,5,4,3,4,3,3,3,3,4,3,1,neutral or dissatisfied
884,84932,Male,Loyal Customer,44,Personal Travel,Eco,547,28,31,3,5,3,3,1,3,1,1,1,4,1,2,2,1,neutral or dissatisfied
885,58816,Male,Loyal Customer,41,Personal Travel,Eco,1182,0,0,3,5,3,4,2,3,2,2,5,3,5,5,4,2,neutral or dissatisfied
886,29077,Female,Loyal Customer,37,Personal Travel,Eco,679,10,20,2,4,2,3,3,2,3,3,4,3,5,4,4,3,neutral or dissatisfied
887,74031,Female,Loyal Customer,59,Personal Travel,Eco,1471,0,44,1,5,1,1,2,4,4,3,3,1,3,4,3,3,neutral or dissatisfied
888,116208,Female,Loyal Customer,43,Personal Travel,Eco,372,0,0,4,0,4,3,4,4,4,4,4,4,4,3,4,4,neutral or dissatisfied
889,80494,Female,disloyal Customer,25,Business travel,Business,1318,8,0,5,1,5,1,4,5,4,4,4,2,3,3,4,4,satisfied
890,1489,Female,Loyal Customer,54,Business travel,Business,737,0,3,4,4,4,4,3,5,4,5,5,5,5,5,5,3,satisfied
891,53230,Male,Loyal Customer,58,Personal Travel,Eco,589,29,17,4,1,4,4,4,4,4,4,1,3,4,2,4,4,neutral or dissatisfied
892,47141,Male,Loyal Customer,46,Business travel,Eco,954,0,0,2,2,2,2,2,2,2,2,5,4,2,2,4,2,satisfied
893,36015,Female,Loyal Customer,39,Business travel,Eco,399,0,0,4,2,2,2,4,4,4,4,4,3,1,5,2,4,satisfied
894,62074,Female,Loyal Customer,58,Business travel,Business,2475,0,0,2,2,3,2,4,5,5,4,4,4,4,4,4,5,satisfied
895,75734,Male,Loyal Customer,10,Business travel,Eco,868,315,307,2,4,4,4,2,3,2,3,1,4,3,2,2,2,neutral or dissatisfied
896,31498,Female,Loyal Customer,16,Business travel,Business,3494,0,0,3,1,1,1,3,3,3,3,1,2,3,2,4,3,neutral or dissatisfied
897,18036,Male,Loyal Customer,43,Business travel,Business,488,0,0,4,4,4,4,5,1,1,4,4,4,4,3,4,4,satisfied
898,14781,Female,Loyal Customer,63,Personal Travel,Eco,487,0,0,2,5,2,3,3,4,5,3,3,2,3,4,3,5,neutral or dissatisfied
899,91784,Female,Loyal Customer,25,Personal Travel,Eco,588,0,0,1,3,1,1,4,1,4,4,1,2,1,3,5,4,neutral or dissatisfied
900,117339,Male,Loyal Customer,47,Business travel,Business,393,0,0,3,3,3,3,4,4,4,4,4,4,4,4,4,3,satisfied
901,18566,Female,Loyal Customer,23,Business travel,Business,190,158,156,1,1,1,1,2,1,2,4,2,3,3,2,1,2,neutral or dissatisfied
902,54914,Female,Loyal Customer,58,Business travel,Eco Plus,862,0,3,4,2,2,2,4,3,3,4,4,4,4,1,4,2,neutral or dissatisfied
903,78089,Female,Loyal Customer,49,Personal Travel,Eco Plus,332,0,0,3,5,3,2,5,4,5,4,4,3,4,3,4,4,neutral or dissatisfied
904,89153,Female,Loyal Customer,49,Business travel,Business,3465,0,0,1,1,1,1,1,4,3,1,1,1,1,3,1,4,neutral or dissatisfied
905,116444,Female,Loyal Customer,16,Personal Travel,Eco,337,2,0,2,4,3,2,3,3,1,3,4,5,2,5,5,3,neutral or dissatisfied
906,92504,Male,disloyal Customer,40,Business travel,Eco,639,0,0,1,3,1,1,4,1,4,4,2,4,1,2,1,4,neutral or dissatisfied
907,35145,Male,Loyal Customer,58,Business travel,Eco,950,0,25,5,4,4,4,5,5,5,5,3,2,4,3,4,5,satisfied
908,93708,Male,Loyal Customer,27,Personal Travel,Eco,689,0,0,3,2,3,4,3,3,3,3,4,2,4,2,4,3,neutral or dissatisfied
909,15307,Female,disloyal Customer,29,Business travel,Business,589,6,2,4,4,4,3,4,4,4,4,4,5,3,1,4,4,neutral or dissatisfied
910,8194,Male,Loyal Customer,43,Business travel,Business,125,0,0,2,2,2,2,5,2,2,5,5,5,5,5,5,5,satisfied
911,10311,Male,Loyal Customer,58,Business travel,Business,2415,19,19,2,2,2,2,4,4,5,4,4,4,4,3,4,3,satisfied
912,47781,Male,Loyal Customer,46,Business travel,Eco,451,88,74,5,5,5,5,5,5,5,5,5,1,1,3,2,5,satisfied
913,25090,Female,Loyal Customer,38,Business travel,Business,1947,0,0,5,5,5,5,3,5,5,5,5,5,5,3,5,5,satisfied
914,80225,Female,Loyal Customer,15,Personal Travel,Eco,2153,38,2,1,4,1,1,3,1,1,3,5,2,4,4,5,3,neutral or dissatisfied
915,36251,Female,Loyal Customer,49,Business travel,Eco,612,0,7,5,1,1,1,3,2,1,5,5,5,5,3,5,2,satisfied
916,32424,Male,Loyal Customer,49,Business travel,Business,163,0,0,2,1,5,1,4,2,3,3,3,3,2,1,3,4,neutral or dissatisfied
917,97427,Female,Loyal Customer,42,Personal Travel,Eco,587,1,0,4,4,3,3,4,4,5,3,3,3,3,4,3,3,neutral or dissatisfied
918,92570,Female,Loyal Customer,63,Business travel,Eco Plus,1947,0,0,1,5,5,5,3,1,3,1,1,1,1,3,1,1,neutral or dissatisfied
919,96271,Female,Loyal Customer,33,Personal Travel,Eco,546,80,76,3,4,4,4,5,4,5,5,1,5,3,1,5,5,neutral or dissatisfied
920,67772,Female,Loyal Customer,55,Business travel,Eco,1438,65,91,2,3,3,3,1,4,3,2,2,2,2,4,2,3,neutral or dissatisfied
921,63943,Male,Loyal Customer,29,Personal Travel,Eco,1192,0,0,1,5,1,2,3,1,3,3,4,3,4,5,5,3,neutral or dissatisfied
922,82906,Female,Loyal Customer,25,Personal Travel,Eco,594,0,9,3,3,3,3,4,3,1,4,4,1,2,1,2,4,neutral or dissatisfied
923,22832,Male,Loyal Customer,45,Business travel,Eco,170,0,0,4,5,5,5,4,4,4,4,3,1,3,3,4,4,satisfied
924,43497,Male,Loyal Customer,70,Personal Travel,Eco,679,0,0,0,2,0,3,1,0,1,1,3,1,2,3,2,1,satisfied
925,27257,Female,disloyal Customer,25,Business travel,Business,978,0,0,5,5,5,1,4,5,4,4,4,5,5,4,4,4,satisfied
926,22495,Female,Loyal Customer,67,Personal Travel,Eco,143,64,109,3,1,3,4,2,3,3,2,2,3,2,3,2,2,neutral or dissatisfied
927,74512,Male,Loyal Customer,45,Business travel,Business,2337,1,10,1,1,1,1,4,4,5,4,4,4,4,3,4,3,satisfied
928,122778,Female,Loyal Customer,39,Business travel,Business,2358,1,4,2,2,2,2,5,5,4,2,2,2,2,5,2,4,satisfied
929,112588,Male,Loyal Customer,41,Business travel,Business,602,0,0,2,4,4,4,2,3,3,2,2,2,2,1,2,3,neutral or dissatisfied
930,94038,Female,Loyal Customer,56,Business travel,Business,189,111,109,0,5,0,4,5,4,4,5,5,5,5,5,5,4,satisfied
931,11226,Male,Loyal Customer,11,Personal Travel,Eco,301,2,0,2,2,2,4,1,2,1,1,1,3,3,4,3,1,neutral or dissatisfied
932,22938,Male,Loyal Customer,19,Business travel,Business,528,0,0,4,5,5,5,4,4,4,4,3,4,4,2,3,4,neutral or dissatisfied
933,119345,Female,disloyal Customer,22,Business travel,Eco,214,2,0,4,3,3,1,5,3,5,5,5,5,5,4,5,5,satisfied
934,32488,Female,disloyal Customer,27,Business travel,Eco,163,0,0,3,3,3,2,2,3,2,2,5,1,1,2,3,2,neutral or dissatisfied
935,39522,Female,Loyal Customer,29,Personal Travel,Eco,1024,26,22,5,5,5,1,4,5,4,4,3,2,4,3,5,4,satisfied
936,2618,Female,Loyal Customer,34,Personal Travel,Eco,280,0,0,2,5,2,3,3,2,3,3,4,2,5,5,4,3,neutral or dissatisfied
937,29113,Male,Loyal Customer,21,Personal Travel,Eco,605,32,33,2,4,2,4,1,2,1,1,3,4,4,5,4,1,neutral or dissatisfied
938,48524,Female,Loyal Customer,51,Business travel,Eco,833,0,0,1,2,2,2,3,3,3,1,1,1,1,3,1,4,neutral or dissatisfied
939,74085,Female,Loyal Customer,52,Business travel,Business,3895,24,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,satisfied
940,118815,Male,disloyal Customer,34,Business travel,Business,304,74,77,1,0,0,1,2,0,2,2,5,5,4,5,4,2,neutral or dissatisfied
941,14253,Male,Loyal Customer,40,Business travel,Business,429,25,25,3,1,2,1,5,4,3,3,3,3,3,4,3,2,neutral or dissatisfied
942,77844,Female,Loyal Customer,33,Business travel,Eco Plus,874,0,9,2,1,1,1,2,2,2,2,2,1,3,3,4,2,neutral or dissatisfied
943,43832,Male,Loyal Customer,26,Business travel,Business,3434,0,0,0,4,0,5,1,1,1,1,4,2,4,4,2,1,satisfied
944,74000,Female,Loyal Customer,56,Personal Travel,Eco,1972,0,0,4,2,4,3,5,3,3,3,3,4,3,3,3,2,neutral or dissatisfied
945,56718,Female,Loyal Customer,28,Personal Travel,Eco,1085,17,51,2,5,2,3,4,2,3,4,4,4,5,3,5,4,neutral or dissatisfied
946,123711,Male,Loyal Customer,53,Personal Travel,Eco,214,0,0,2,2,2,3,4,2,4,4,3,4,2,4,2,4,neutral or dissatisfied
947,15900,Male,Loyal Customer,56,Personal Travel,Eco,378,34,33,3,4,3,4,1,3,1,1,3,3,4,3,4,1,neutral or dissatisfied
948,122086,Male,Loyal Customer,23,Personal Travel,Eco,130,0,9,1,4,1,3,5,1,3,5,2,4,3,4,3,5,neutral or dissatisfied
949,30688,Male,Loyal Customer,27,Business travel,Eco,680,0,0,2,5,5,5,2,3,2,2,3,2,4,2,3,2,neutral or dissatisfied
950,44347,Male,Loyal Customer,38,Business travel,Eco,308,0,15,2,1,3,1,2,2,2,2,2,3,2,3,2,2,neutral or dissatisfied
951,80521,Female,Loyal Customer,23,Personal Travel,Eco,1749,8,0,2,1,2,4,1,2,1,1,3,4,3,1,4,1,neutral or dissatisfied
952,63372,Male,Loyal Customer,41,Personal Travel,Eco,337,66,65,2,5,5,3,3,5,3,3,3,3,4,3,5,3,neutral or dissatisfied
953,129540,Male,Loyal Customer,31,Business travel,Business,2342,8,11,1,1,1,1,4,4,4,4,3,2,4,3,4,4,satisfied
954,55001,Female,Loyal Customer,42,Business travel,Business,1346,2,0,5,5,5,5,5,4,5,5,5,5,5,5,5,3,satisfied
955,11174,Female,Loyal Customer,52,Personal Travel,Eco,316,112,101,3,5,3,2,4,3,1,4,4,3,4,5,4,2,neutral or dissatisfied
956,37393,Female,Loyal Customer,16,Business travel,Eco,1056,0,0,5,3,3,3,5,4,5,5,5,3,5,2,5,5,satisfied
957,26831,Male,disloyal Customer,29,Business travel,Business,224,0,3,3,3,3,4,3,3,3,3,5,3,5,2,2,3,neutral or dissatisfied
958,122143,Female,Loyal Customer,35,Business travel,Business,1834,10,0,5,5,5,5,5,4,4,5,5,5,5,5,5,5,satisfied
959,110601,Male,Loyal Customer,29,Personal Travel,Eco,488,0,0,1,5,1,3,2,1,2,2,4,4,4,3,5,2,neutral or dissatisfied
960,9911,Male,disloyal Customer,21,Business travel,Eco,534,26,34,3,5,3,3,3,3,3,3,3,2,4,3,4,3,neutral or dissatisfied
961,103675,Male,Loyal Customer,38,Business travel,Business,1642,156,155,1,3,3,3,1,1,1,4,4,2,2,1,2,1,neutral or dissatisfied
962,116540,Female,Loyal Customer,48,Personal Travel,Eco,337,4,0,4,4,4,4,2,5,5,5,5,4,5,5,5,4,neutral or dissatisfied
963,96574,Male,Loyal Customer,61,Personal Travel,Eco,333,4,1,2,4,2,2,5,2,5,5,3,3,4,4,4,5,neutral or dissatisfied
964,43726,Female,Loyal Customer,52,Business travel,Eco Plus,257,0,0,5,2,5,2,3,3,4,5,5,5,5,4,5,2,satisfied
965,71277,Male,Loyal Customer,52,Personal Travel,Eco,733,13,2,3,5,3,3,1,3,1,1,4,4,3,4,4,1,neutral or dissatisfied
966,51385,Male,Loyal Customer,33,Personal Travel,Eco Plus,262,4,16,3,1,3,3,3,3,3,3,4,2,3,1,3,3,neutral or dissatisfied
967,46321,Male,Loyal Customer,39,Business travel,Eco,420,9,2,4,2,2,2,4,4,4,4,2,4,4,4,4,4,neutral or dissatisfied
968,30777,Female,disloyal Customer,26,Business travel,Eco,895,0,0,1,2,2,3,2,2,4,2,2,5,5,2,5,2,neutral or dissatisfied
969,412,Male,Loyal Customer,58,Business travel,Business,158,0,0,2,2,2,2,2,4,4,1,1,1,2,3,1,2,neutral or dissatisfied
970,93624,Male,disloyal Customer,24,Business travel,Eco,177,0,0,5,0,4,5,1,4,1,1,1,1,3,5,5,1,satisfied
971,124194,Male,Loyal Customer,45,Business travel,Business,2176,0,0,4,4,4,4,3,5,4,5,5,5,5,3,5,4,satisfied
972,54086,Female,Loyal Customer,28,Personal Travel,Eco,1416,1,0,1,5,1,1,3,1,3,3,4,2,3,5,4,3,neutral or dissatisfied
973,114776,Male,Loyal Customer,30,Business travel,Business,390,10,11,4,4,4,4,5,5,5,5,5,2,5,4,5,5,satisfied
974,21256,Male,Loyal Customer,34,Personal Travel,Eco Plus,153,0,0,1,3,1,3,3,1,3,3,2,3,4,3,3,3,neutral or dissatisfied
975,36006,Male,Loyal Customer,49,Business travel,Business,2538,0,4,4,4,4,4,2,1,3,3,3,5,3,2,3,5,satisfied
976,129530,Female,Loyal Customer,58,Business travel,Business,2342,0,0,5,5,5,5,5,3,4,5,5,5,5,4,5,3,satisfied
977,47162,Male,Loyal Customer,41,Business travel,Business,2285,0,1,4,4,4,4,1,4,3,5,5,5,5,3,5,1,satisfied
978,99991,Female,Loyal Customer,58,Business travel,Business,3944,0,0,0,0,0,4,4,4,5,1,1,1,1,3,1,4,satisfied
979,122017,Female,disloyal Customer,21,Business travel,Business,185,0,0,0,5,0,5,3,0,3,3,5,4,4,4,5,3,satisfied
980,81197,Female,Loyal Customer,27,Personal Travel,Business,1426,12,21,3,4,3,2,1,3,1,1,2,3,3,3,2,1,neutral or dissatisfied
